AirLine_Name,Rating - 10,Title,Name,Date,Review,Recommend
Go First,3,"""Extremely horrible experience""",Akshat Dewan,21st April 2023,"Not Verified |  Extremely horrible experience, worse than travelling in an auto rickshaw, the airline is totally non dependable and every day they they change the time randomly. The worst part of my holiday was flying With GO First. Will never again repay the mistake of travelling with GO First.",no
Go First,1,"""It is always delayed""",Jahangir Saleem,21st April 2023,"✅ Trip Verified |  My suggestion to all fliers is to never travel by Go First. It is always delayed. While traveling in March 2023, it got delayed by 2 hours. Now, today, 16 April 2023, I am again traveling through this pathetic airline, thanks to the travel agent. And here I am waiting again. It is already delayed by an hour. Lets hope it doesn't change to 2 hours late as always. Also, I was so confused about the gate I have to board through, it is not written on the boarding pass. Neither did the employee tell me about it while receiving my boarding pass.",no
Go First,2,"""last airline one should opt for""",Phalguni Rathod,21st April 2023,Not Verified |  Flight was 4 hours late. Started at midnight. Staff very curt and unfriendly towards irate passengers due to the delay Go first is the last airline one should opt for. Across all sectors they keep rescheduling the flight .,no
Go First,1,"""caused significant discomfort""",Muzzammil Ansari,12th April 2023,"✅ Trip Verified |  I booked a Go First flight for 9:40 pm on April 11, 2023 from Mumbai to New Delhi. However, the flight was rescheduled several times: first to 10:15 pm, then to 11:20 pm, then to 11:59 pm, and finally to 00:55 am on April 12, 2023. The boarding time was scheduled for 00:15 am, but boarding actually started at 01:10 am and the flight took off at 1:50 am. The repeated rescheduling of the flight caused significant discomfort as it resulted in a sleepless night and a disrupted schedule.",no
Go First,1,"""the worst way to travel by air""",S Parban,12th April 2023,"✅ Trip Verified |  I had booked a flight which was supposed to leave by 7:30 pm from Kochi. This was changed into another flight leaving kochi at 8:00 pm. The second flight was then rescheduled to 9:15 pm which then left kochi sometime around 9:45 pm. The journey start time was 10 min after the original journey end time. Now in flight I was having corporate booking and corporate meal was available in the same, the attendant gave us 2 makhana snacks and a winking cow and a coca cola can . We actually do not drink soft drinks, also we were pretty hungry. When asked about the options available, the crew told us that we can't change anything, not even the drink. Once the flight finally arrived at 11:34 it took me 44 minutes to receive the bag. I am someone who adjusts a lot and rarely complains but this is too much. GoFirst is the worst way to travel by air in India currently.",no
Go First,1,"""never travel through Go First""",E Haldin,12th April 2023,"✅ Trip Verified |  If you really value your time and need peace of mind, never travel through Go First. They will make you wait on the airport more than the fly time. And this is a very frequent issue with this airline. This time the flight got rescheduled more than 4-5 times. And in fact post boarding at the airport 2 hours before the departure, they rescheduled it twice and extended wait time by more than 2 hours. While I am writing this, I am still waiting at the airport as now the revised departure is at 7:50 PM IST.",no
Go First,1,"""delayed for almost 3.5 hrs""",S Mandel,12th April 2023,"✅ Trip Verified | Worst Indian airline you can ever fly with. No time management of flights. The flight which was supposed to depart at 22:55, took off at 2:15 next day. It was delayed for almost 3.5 hrs. The staff was very unprofessional and had no intention to help.",no
Go First,1,"""most unprofessional""",Venkata Raghavendra,12th April 2023,"✅ Trip Verified |  I had booked for my family of four, flights from Bangalore to Pune on 1st Apr 2023 and return to Bangalore on 4th Apr 2013. The onward journey flight was delayed for more than 13 hours. Check-in process was most unprofessional. The return journey flight too got delayed for more than 4 hours. The worst part is they will inform the delay at the last moment, when we would have already on the way to airport. Later on enquiry, I came to know that delay in Go First flights is very common. They deliberately schedule flight time in the peak hours and later delay it as per actual timings. Better to travel in bus or train than in Go First.",no
Go First,1,"""completely stressful situation""",D Palser,12th April 2023,"✅ Trip Verified |  We booked Go First Flight for 9:15 pm, later we got a message that flight has been rescheduled to 9.40 pm. Then it became 10:05 pm and final mail stated departure time will be 10.30 pm with arrival time as 1.10 am and in the end when we reached airport we got to know that it has again been rescheduled to 11:30 pm. This has resulted in completely stressful situation because we had booked our bus from Delhi to Uttarakhand which was supposed to leave Delhi from 2:.00 am. Now clearly we would leave the Delhi airport post 2am after taking our luggage which also came quite late and are sure to lose that bus too and our hard earned money.",no
Go First,1,"""Worst airline ever""",R Harjash,12th April 2023,"✅ Trip Verified |  I had booked a flight with Go First and it was supposed to fly from Ahmedabad to Phuket with 3 hrs of layover at Mumbai Departure Time - 00:40 on 31st of March Arrival Time 11:15 on 1st of April The flight got cancelled and I got shifted to another flight and they didn't even inform me. It is when I checked the booking for my seats, it shown that the flight has been changed with 7.5 hrs of layover at Delhi. So basically my overall flight time got extended 4 hrs and 45 minutes and I wasn't even informed about it. I had to call them to get this update. And when I asked them to provide meal as the flight got changed from their side, they are not ready to do the same. Worst airline ever.",no
Go First,1,"""The worst airline ever""",N Kadish,12th April 2023,"✅ Trip Verified |  The worst airline ever, I had booked a morning flight at 9 am and then it got rescheduled endless times and I ended up rescheduling to 12.40 am, can you believe it? The date changed when I actually boarded the flight, please don't ever book with this airline, pathetic departure time, not Go First but Go last. Don't ever go for this one.",no
Go First,1,"""the flight is preponed""",Sunidhi Padiyar,12th April 2023,Not Verified |  Actual time was 6.45 pm. It was informed yesterday that the flight is preponed to 5.15 pm and I had to rush leaving half work to reach airport. After 4.30 it's displayed as delayed for 25 minutes. Finally flight took off after 6pm.,no
Go First,1,"""Very bad experience""",M Kahul,12th April 2023,✅ Trip Verified |  Very bad experience the flight was rescheduled for 5 times from the time of booking. Initially it was scheduled was in morning then in evening and then late evening then at night then late night and then next day.. customer care service is pathetic over call and at counter. They just have one dialog we are sorry this is due to airport authorities issues. Never seen such a bad service. My father is paralyzed person and we chose this flight just because of of its early departure. Please don't book and travel by this company flights.,no
Go First,1,"""Flight was delayed 4 times""",Ankita Lalwani,25th March 2023,✅ Trip Verified | The pathetic service. Flight was delayed 4 times. No one is there to take responsibility or to answer. People don't know whom to ask because no single staff is there to attend. Extremely irritated,no
Go First,1,"""rescheduled the flight 2 times""",V Gashinav,25th March 2023,✅ Trip Verified |  I suggest you never book the flight via Go First. They rescheduled the flight 2 times on the day of departure without giving a reason of operations. All the further plans are dropped due to this delay. Worst Experience.,no
Go First,1,"""I'm never booking through them again""",N Reddy,25th March 2023,✅ Trip Verified | At first they cancelled my direct flight to Bangalore and gave me the connecting flight which took 13 hrs for the whole trip. They didn't even take responsibility or give me accommodation in Delhi as the waiting time was a lot. As I had a stop in Delhi that was also at night I couldn't stay anywhere else except for the airport. They were not letting me enter the airport at first saying the flight is not valid. After a lot of inconvenience and checking they let me enter. And after that they didn't let me go for hand baggage check-in saying I should come after 12 am. Like having a 13 hr journey is not enough. I'm never booking through them again.,no
Go First,1,"""Very pathetic experience""",Zia Ghadialy,25th March 2023,✅ Trip Verified |  I booked my ticket from Mumbai to Nagpur for 19th march and return on 21st march evening. Booking was done on 7th march. In my Mumbai to Nagpur journey they didn't even offer water to economy class passengers. Also return flight on 21st was cancelled. Very pathetic experience.,no
Go First,1,"""Such a painful experience!""",Avijit Das,25th March 2023,"Not Verified |  One of the worst experiences. On 26.01.2023, I booked my flight for 31.03.2023. Go first modified the flight time by preponing it more than 12 hours and informed the same to me on 23.02.2023. Finally, on 22.03.2023, they are informing me that the flight has been cancelled! This would have been my 1st flight with Go First. But now, I am 110% sure that, in future I am not going to fly with Go First. Further, the name of the operator may be changed to Go Last! Such a painful experience!",no
Go First,8,"""really thank the cabin crew""",Vikrant Bhola,25th March 2023,"✅ Trip Verified |  I travel with my two friends from Bangkok to Delhi, unfortunately we are late on that day and when we get our boarding pass our three seats are in different areas. After taking off i see some seats are empty on first and second row, my co passenger tells me these seats are chargeable. 15 min after taking off flight I request to cabin crew for giving us three seats together in second row nd she tells me all seats are vacant but these seats are chargeable but she speaks with me politely and give us three seats without any cost. I really thank the cabin crew.",yes
Go First,2,"""The airline is not worth it""",R Garnev,25th March 2023,"✅ Trip Verified |  The airline is not worth it, most of their flights are delayed they had delayed three flights continuously on 18th of march by more than 2 hours and they did not provide any sort of compensation, no meal or apology, They had the audacity to say sir we can refund your full amount - who is gonna pay for the expense one made to come to airport and go back and book another hotel because you guys delayed someone's flight by 2 hours. Fly with indigo instead of them",no
Go First,1,"""zero value for money and negative convenience""",Rupal Ruhani,25th March 2023,"Not Verified |  The worst airline ever! Please never ever book from Go First even if you have to spend a little extra. There is zero value for money and negative convenience. Last time I flew with my mother and she was little sick and then the airline told us that the flight got further delayed by 1.5 hour. It was so cold and my mother's health kept declining and there was nothing we could do about it. Later, I tried a lot to contact their team and ask for refund but I got no response. So please, never book from Go First. It's absolutely the worst!",no
Go First,1,"""Such a poor experience""",Mohit Aggarwal,25th March 2023,"✅ Trip Verified |  Such a poor experience. Flight delayed by 3 hours. Luggage claim was much delayed due to their poor System. I was supposed to be free by 11.45 pm, but was stuck in airport till 4 Am in morning.",no
Go First,1,"""Pathetic experience with this airline""",S Hasinder,25th March 2023,✅ Trip Verified |  Pathetic experience with this airline. Many time they rescheduled my flight without any call. Just drop a simple message. Even customer care people are very arrogant. Will never travel again with this airline and never recommend.,no
Go First,1,"""Service after sales is poor""",Rakesh Ranjan,19th March 2023,"✅ Trip Verified |  Service after sales is poor - negligible actually. Flight is late 3 hours. How can flight be late 3+ hours, still we are waiting in goa airport right now. We even don't know whether flight gets delayed further or not.",no
Go First,1,"""Worst experience""",Sai Kumar Salveru,19th March 2023,"✅ Trip Verified |  Worst experience, not recommended. Check in is closed before 1hour. We were waiting in line, they directly said it is closed. Nearly 30 people had the same problem in that line. They don’t even consider. Time, money and efforts are wasted. Not happy at all.",no
Go First,3,"""Frequent cancellation""",Srinidhi Jois,19th March 2023,Not Verified | The worst flight experience ever. Pathetic service. Frequent cancellation. Long waiting hour for connecting. My too and fro both got cancelled at last moment. Even after booking prior to a month. As per the tag line you are first - I doubt any time that we are first. Apart from being economical rest nothing assured. If you are travelling for any important work. Keep two days additional else you are expected to get delayed for sure.,no
Go First,1,"""cancelled few hours before the departure""",M Jeevan,19th March 2023,"Not Verified |  I had booked a ticket from Pune to bengaluru. It was rescheduled with 2 hours delay and notified over call. And then with just an email notification they cancelled few hours before the departure. And i had to raise call and go through procedures to claim refund with some deductions in it. And the worst part is, airlines mistake is making customers pay money. I don't know when this will learn to serve customers.",no
Go First,1,"""would never recommend""",Neha Chaturvedi,19th March 2023,"✅ Trip Verified | I was surprised to receive a call from Go First airlines wherein they informed that the flight which I was suppose to board on 5th March 2023 from Lucknow to Bangalore has been cancelled due to operational reasons. I was completely shocked as, I had to board this flight on 5th March 2023 and I received the call on 1st March 2023. When I asked them to provide me another flight, they informed me I have two options 4th March: 7:15 PM will reach on 7:20 AM (next day 5th march): lay over at Mumbai 4th March: 2:25 PM will reach on 11:25 PM: Mumbai I have asked them to give me a direct flight, they said there are no directs flights either on 4th or 5th, because they have only one flight from Lucknow to Bangalore. I am surprised that how come an airline is only providing single flight to such a big City Bangalore. This was the worst experience of my air travel. I would never recommend in my family and friend to book any ticket in a worst airline Go First",no
Go First,1,"""treats its customers so shabbily""",Sameer Sharma,19th March 2023,"✅ Trip Verified |  I booked Go first for the first time and this will be my last. The  flight was scheduled at 1735. It was rescheduled to 2035 and then canceled. I am booked for another flight by the airline scheduled at 2359-0135 , which again got rescheduled for 2359-0305. All of this in a day. Had I been informed earlier I would have booked some other airline. However, continuous changes didn’t allow me that option also. The airline should wind up its operations if it doesn’t have resources and treats its customers so shabbily.",no
Go First,1,"""It was horrible experience""",Shekhar Verma,19th March 2023,✅ Trip Verified |  From Delhi to Goa trip flight was delayed by 4 hours without informing. It was horrible experience to wait for 4 hours. They charge too much by showing morning flight around 10:45 am and then flight comes around 3 pm. There should be some penalty regarding flight delay without a valid reason.,no
Go First,1,"""avoid the airline at all cost""",Harsh Kumar,19th March 2023,✅ Trip Verified |  One of the worst airlines. They delayed our flight by 3 hrs without informing the passengers. We had to wait for 2 hrs without any notice. The staff was rude and were arguing with the passengers instead of helping them. When questioned about departure they were avoiding to comment on it. The cabin crew were busy among themselves so no greetings to the passengers. Overall avoid the airline at all cost.,no
Go First,1,"""closes one hour prior to flight""",Hrishikesh Joshi,19th March 2023,Not Verified |  I was denied boarding one hour prior to flight. I have never felt such helplessness as I was left stranded with my family. They told that their check in process closes one hour prior to flight. This happened with me at Port Blair. Avoid this airlines if possible.,no
Go First,1,"""delayed without any notice""",Amit Vats,19th March 2023,"✅ Trip Verified |  First, the flight was delayed without any notice. When the passengers started inquiring, they started to a far away gate. And there the gate was not open and passengers were just stuck there. And then they finally opened the gate and took us in a bus. And the flight was near the first gate where they started the boarding process. The flight attendants were busy hiding their faces and hence no greetings and during the flight, they were very rude. And upon arriving Delhi the flight was roaming above Delhi sky for another half and hour. Never take a Go First flight.",no
Go First,1,"""Worst Service ever""",Ashwin Shetty,11th February 2023,✅ Trip Verified |  Worst Service ever. They already delayed the journey twice and still we haven't left Mumbai. We were supposed to reach Delhi by 11.30pm and we are leaving Mumbai at 1.23am the next day.,no
Go First,1,"""don't know the meaning of hospitality""",G Singh,11th February 2023,"✅ Trip Verified | Worst flight ever. Zero service. Flight was delayed by 5 hours. No notification was received plus when I was asking there staff about the reason for delay in flight no one was answering and were running here and there from 8 in the morning. I was sitting there till 4pm, no lunch was offered to us then your inflight staff who have no manners how to speak to the guest. Staff don't know the meaning of hospitality",no
Go First,1,"""Horrible service""!",S Varinder,11th February 2023,✅ Trip Verified |  Horrible service. The only flight was delayed today. No timely intimation for delay. Staff at Jammu airport especially check in staff is unprofessional. Please don't for this airline.,no
Go First,2,"""experience was really bad""",R Parmek,11th February 2023,"✅ Trip Verified |  First of all go first flight was the only flight which was delayed. Secondly as I usually fly this time the experience was really bad, the cabin crew were very rude. I was sitting on the wing so that's fine that I needed to keep my luggage up but the way the female cabin crew asked to keep was very rude. I mean we all have some reputation if we are flying that doesn't mean that cabin crew have the right to shout on us. They are been trained to manage every problem politely but nowadays cabin crew are becoming very rude",no
Go First,1,"""Worst airline in India""",D Varya,11th February 2023,✅ Trip Verified |  Worst airline in India. Always late unapologetic staff. Consistent terrible experience. Not sure why they are allowed to operate at all. Will never fly this airline again,no
Go First,1,"""Ridiculous excuse of an airline""",Aarathi Ajit,11th February 2023,"✅ Trip Verified | Haven't had such a terrible experience with any other airline and consistently terrible at that. The flights are consistently late, change gates without prior or even any notice. Flights get cancelled and the time of a flight is changed always without any intimation. Always. They literally prepone it and postpone it without telling you and then say it's non refundable. Ridiculous excuse of an airline. Never again. Please don't fly with them.",no
Go First,1,"""Such a bad flight""",Imran Akbar Dar,11th February 2023,"✅ Trip Verified |  Such a bad flight. I was traveling from Srinagar to Bangalore on 27th of January. The flight got delayed, cabin crew shown no respect at all.",no
Go First,1,"""Complete mismanagement""",P Anand,11th February 2023,✅ Trip Verified | Pathetic service. Changed direct flight to Connecting flight without any intimation. Cabin crew and Ground support team had no clue with what was happening. 5 hrs flight was delayed by 2 hours. Complete mismanagement.,no
Go First,6,Go First customer review,V Danakesh,11th February 2023,"✅ Trip Verified |  I booked Bengaluru to Kochi, original Time was 5.10 and the flight got rescheduled for three times and it's got rescheduled to 7.05 in the night. I never experienced such a worst experience in my entire life, and customer care saying if your flight got rescheduled more then 2 hrs then only will be an option to change the flight. They sayi1.55 min is not sufficient for them to say 2 hrs. Don't book through Go First unless you have plenty of time to waste...",no
Go First,1,"""Such a pathetic service""",Vidhi Srivastava,11th February 2023,✅ Trip Verified |  Such a pathetic service. No value for customers time and money. This the third time I am having this bad experience from the airlines. The flight always gets delayed by at least one to one n half hours. Because of the delayed flight I missed my train. So much inconvenience from the go first. Highly dissatisfied. Would never recommend,no
Go First,1,"""charged me to carry my musical instrument""",Satyam Srivastava,8th December 2022,"✅ Trip Verified |  This was the first time that someone has charged me to carry my musical instruments. I mean the ticket was 3000 rupees and I checked in 3 instruments, they charged 1500 per instrument. It's not over yet these people have a policy in which they allow only one bag per person, but the weight that is allowed in is 15 kg, so if you are wondering if you can carry 2 bags one of 10kg and one of 5, they'll merely refuse to take it. Now the foremost juncture, our flight was at 14:50, and our motive to visit was met so we decided to go to the airport a bit early, and guess what, the luggage scanning machine was off there was no representative of ""Go First"", we had to ask the representative of the other companies that where are they, and I was stricken dumb to hear the reply, they said and I quote ""Go First people will be here in half-hour, you guys are early"". This was it is the last time I'm travelling with this horrible air service. I just want to say one last thing if you budget issue and only this flight is available, travel train.",no
Go First,1,"""Pathetic service""",Ankita Singh,8th December 2022,Not Verified |  Pathetic service. I have booked 9pm flight from Nagpur to Pune. They have rescheduled the flight at 10:30 pm. It means I will land in Pune around 12 pm. As an alone woman I don't feel safe to travel further in Pune because I have to go to Talegaon. The airline is not providing me any solution. They should provide a full refund in such cases.,no
Go First,1,"""Trust this company at your peril""",Peter Linn,8th December 2022,"✅ Trip Verified |  I booked a flight for myself and my daughter on 03 September 22, due to fly on 03 Jan 23 through Expedia. On 04 Oct 22 they cancelled my flight. I have sent countless emails and received no response. I called the call centre from the UK and was told that the money had been refunded to Expedia. I called Expedia and they said this never happens and called the GF centre and were told I'd have my refund in 2 weeks. Nothing happened. I called expedia again who chases up and was told it would be 8 weeks. I waited 8 weeks and called again. Still no refund. Still no reply to over 10 emails. Nothing. This is the absolute worst customer experience I have ever had in my life. I would not recommend this airline to anyone. I only wish I'd found this page of reviews first.  I'm still owed money for two flights. Trust this company at your peril. You have been warned",no
Go First,1,"""Most horrible airline""",Abhijay Mitra,8th December 2022,✅ Trip Verified | Most horrible airline. Rescheduled flight 3 times on the day of departure before finally cancelling it. Had to book an Indigo flight at the last moment for double the price to get back to work. Am really ashamed that the government allows this so called airline to operate in India.,no
Go First,1,"""Pathetic service""",Nitika Shaw,8th December 2022,"Not Verified |  Pathetic service. These people will never provide a direct flight. They will always cancel the direct flight for which you paid for and will give you the option to choose their alternative connecting flight or refunding the money. They did the same with me, my sister and my brother. They informed us just a week before the due to some technical reason the flight got cancelled. Taking a refund was not an option for me because the price of other flights were really high the time they informed us. So I was only left with the option to take the 8 hrs long connecting flight.",no
Go First,1,"""Overall a pathetic experience""",Y Shailesh,8th December 2022,"✅ Trip Verified |  Pathetic service from all fronts. Who ever is the head of customer service seems to ignore customer feedback or doesn't care and the same trickles down and has become the culture at Gofirst. Flight was Delayed. Asked for water to the flight attendant, was told to wait since the cart service was due shortly, it took 5 minutes and the attendant seemed to forget I asked for water. I asked again and was given water along with a rude look. Baggage belt 1 was mentioned but baggage came to belt 2. My bag was damaged and half opened. When I complained to the customer service person there. they asked me to email gofirst customer service. I chose to tweet to their handle, which replied at least 10 times with bot like responses and kept asking for my email and phone number. Overall a pathetic experience, I used their service the first time and will never use it nor recommend anyone to use it. They are the worst airline service provider I have experienced.",no
Go First,1,"""Third class service""",Jaik Singh,8th December 2022,"✅ Trip Verified |  Third class service. They are rescheduling flight timing multiple times. Better option train or bus services or another flights, not Go First. very disappointing. I will never prefer this flight.",no
Go First,1,"""don’t care for the passengers time""",B Adithan,8th December 2022,✅ Trip Verified | Worst airline ever. They delayed the flight first by 3 hrs and then by 1 more hour. Front desk wasn’t helpful. No compensation is provided. They don’t care for the passengers time.,no
Go First,1,"""do not book if you value your time""",D Yew,8th December 2022,✅ Trip Verified | Please do not book this flight if you have any important meetings and value your time. Make sure you book any airlines but Go First. Irony in the name of the airline.,no
Go First,1,"""No professionalism""",Prajyoth Reddy,8th December 2022,✅ Trip Verified | Useless airline. DO NOT fly this airline though their airfares are cheap. It is better to catch a train one day prior instead of flying this airline. In the last 3 months I flew this airline 5 times and in all instances it was delayed by more than 4 hours. No professionalism!!,no
Go First,1,"""Absolute shambles of an airlines""",Siddharth Nair,12th November 2022,Not Verified | Absolute shambles of an airlines. Flights being delayed for over 8 hours. Wish could give a rating a below one. One of the only airlines who do not consider customer satisfaction. Would never recommend.,no
Go First,1,"""change flight just one day before""",S Choudhary,12th November 2022,Not Verified | Pathetic service. Randomly change flight just one day before departure without providing any alternatives. But within time frame where they do not fall in any legal obligation.,no
Go First,3,"""flight got rescheduled 7 times in 2 days""",Vinti Chhoker,12th November 2022,Not Verified |  My flight got rescheduled 7 times in 2 days! Multiple last minute delays and so unreliable. Never fly Go First. Extremely unreliable and poor management.,no
Go First,1,"""Never travel by Go First""",S Harah,12th November 2022,✅ Trip Verified |  I don't understand why do they run an aircraft when their flights are delayed by 6-8 hours on average? The customer care executive told that they have the right to cancel /delay / prepone as per their wish ... passengers have no right to ask question. They are informing us about the delay is a obligation to us. Never travel by Go First.,no
Go First,1,"""airline is extremely unreliable""",Archana Rampruia,12th November 2022,Not Verified |  The airline is extremely unreliable. Multiple last-minute delays in the flight departures and last-minute cancellations too. Would not recommend to anyone to book Go First tickets,no
Go First,1,"""Extremely poor airline""",S Parshi,12th November 2022,"✅ Trip Verified |  Extremely poor airline. Have no control over the operation of their flight, and have in trained staff. I took 2-3 flights with them, all were delayed by more than 2 hours. Will never fly with them.",no
Go First,7,"""Courteous cabin crew""",Rahul Anand,12th November 2022,"✅ Trip Verified | LCC so fly with low expectations and experience would be good. On time departure and arrival, boarding experience ok, what can airlines do when people are desperate to board breaking the queue. Clean and fresh cabin, ok seats for short journeys. Courteous cabin crew, snacks and beverages on sale on board, if wants sandwich or something like that need to book during booking.",yes
Go First,7,"""Decent experience""",Rahul Anand,12th November 2022,"✅ Trip Verified |  Decent experience, early morning Delhi to Ahmedabad, on time departure and arrival. Clean cabin, seats not so comfortable but ok for up to 2 hr flight. Food and beverages Available on board on payment. Courteous cabin crew.",yes
Go First,1,"""beginning of a worst nightmare""",B Shair,12th November 2022,"✅ Trip Verified |  I recently travelled from Bagdogra to Delhi via Guwahati and my biggest mistake was to choose Go First. I booked this flight since it was a morning flight and I had to reach Delhi early but my flight got delayed by 4 hrs, and since I wasn't aware of this I reached airport early. The airport staffs were so rude they refused to take my luggage. So i waited there for few hours and finally my luggage was taken with rudeness. When I thought it was all over it was just the beginning of a worst nightmare. After waiting for few hours I got to know our flight was again delayed by 50 mins. We kept on waiting and just when we thought they will begin the boarding they said the gate no. Has been changes from gate 4 to gate 2! I was already so late and now even frustrated with everything. During the flight the hostesses were so inhospitable, they were very annoyed when other passengers were calling them for help. They were so rude and impolite and surely were unaware of the word kindness. When we were deboarding I couldn't reach my hands to my cabin bag as it had slid inside and I was struggling to get it i asked the hostess to help me with it who was just few feet away standing. Her literal words were "" I can't come there you have to do it by yourself"" Thankfully another passenger heard it and helped me with it. Just wanted a peaceful travel and had my worst nightmare come true. Never going to choose this airline again.",no
Go First,1,"""do not book a Go First flight""",Rashmi Nagari,12th November 2022,"✅ Trip Verified |  This is my second experience with GO FIRST and it is as terrible as the first one. They keep on delaying and delaying the aircraft as if the passengers have all the time in the world and then they say sorry for inconvenience. Actually they are not sorry at all. From 11:50 pm departure it has shifted to 2:05 am and nobody at the airport knows nothing. If you all want to save your time and your money, do not book a Go First flight.",no
Go First,7,"""nacks and beverages on paid basis""",Rahul Anand,19th October 2022,"✅ Trip Verified |  Early morning flight was from Bangalore to Kolkata. Boarding on time, also reached on time. Cabin of all Indian LCC are almost same ,same leg room, just ok, cabin was clean. Staff were courteous, basic snacks and beverages on paid basis.",yes
Go First,1,"""They never value their customer""",S Kashani,19th October 2022,✅ Trip Verified |  This airline either cancels the flight or it gets delayed. They never value their customer. This is always a problem with Go First. Never recommend to travel with this airline. They reschedule multiple times for a single flight as experienced on 15 October 2022,no
Go First,2,"""worst experience with any flight""",P Karish,19th October 2022,"✅ Trip Verified |  I am flying with Go first for first time. Go First with above flight details is so delayed. People are struggling to get updated flight time. Still no confirmation about rescheduled time. This is my worst experience with any flight. They ruined night and day . Worth nightmare. Will never come again with this flight. We have other connecting flight , who will bear the charges. We need answer about rescheduled flight time",no
Go First,1,"""they don’t care about customers""",Biswajit Barman,19th October 2022,"✅ Trip Verified |  Refused to give boarding pass and check baggage in because I was early by 5 hrs prior to departure. I requested multiple times to let me go in coz I was travelling from Houston to Kolkata and tired but they didn’t respond. Ground staff behaviour was so rude and they don’t care about customers. I recommend all not to try this airline, all other airlines allows you to check in even 8 hrs prior to departure.",no
Go First,1,"""They are your worst nightmare""",Sunita Lal,19th October 2022,"✅ Trip Verified |  I booked a flight from Delhi to Maldives and back on GoFirst, both were direct flights. Few days prior they canceled return flight for no reason and offered only one option with a connection that would take us 18 hours instead of the original 4 hours. Tried to reach them thru call center but couldn't after waiting 45 mins, Their Chat Help is a useless bot their website is even worse, Tries for hours to cancel and get a refund but no luck. Anyways I just had to go ahead and book a different flight. Bad experience but it got even worse. The day before we were to take off for our vacation, they sent a SMS and canceled the inbound flight as well and offered us such a lousy long connection that we had to cancel that flight as well and book an Indigo instead. It took us a whole day to get a hold of someone who was not even sorry. It has now cut our 4 days vacation down to 2.5 days and we forcibly bought more expensive tickets with long connections with no help from them ... for no other reason than that we selected to go with an airline that prides itself on being ""Customer First. What a sham! Cheap stunt of an airline this is. They are your worst nightmare.",no
Go First,1,"""the worst airline""",Tirth Bhatt,19th October 2022,"Not Verified |  Writing this review after almost 10 attempts to fly with GoFirst and the flight has been cancelled at every single instance. This is the worst airline.  They have an extremely unethical business practice of showing flights on online portals that you book and then cancelling them. Apparently, they do not deem it fit to inform you in advance that the flight is cancelled and you have to continuously check it on their portal to learn for yourself that the flight is cancelled.",no
Go First,1,"""non-courteous, non-accommodating staff""",Surendra Srivastava,19th October 2022,"✅ Trip Verified |  Worst, non-courteous, non-accommodating staff with merely any respect for anyone's time or schedule. Initially the airlines changed the travel date during the onwards journey without any notice or anything and did not have any provision to cancel the flight except for making a call to the customer care and being on hold for hours. During the return journey which was supposed to be a direct flight of 2 hours 30 minutes they changed it to a flight with layover at Bengaluru of around 3 hours 30 minutes. Which upon arriving to Bengaluru they were informed that their flight has again be rescheduled and the wait period changed from 3 hours to 8 hours. So, in all initially a ticket was booked with a journey duration of 2 hours 30 minutes has now become a journey which would take more than 8 hours. I wish I had an option to give 0 stars. No cooperative. Non-accommodating staff",no
Go First,1,"""subjecting us to enormous hardships""",Virender Kumar,19th October 2022,"Not Verified | Maldives to Delhi. We booked a return flight from Delhi to Maldives. Our return flight from Maldives on 22nd September was cancelled and we were made to take a flight via Bengaluru subjecting us to enormous hardships of disembarking at Bengaluru, multiple security checks and luggage check in, delay in reaching the destination. We were told at Maldives that this is a regular practice of Go First. They book the return tickets and subsequently cancel the return flight several times in a week when the passenger has no choice.",no
Go First,7,"""Seat pitch are just ok""",Rahul Anand,19th October 2022,"✅ Trip Verified |  Good experience. Go first is low cost carrier so nothing big expectation. Aircraft was A320,cabin was clean. Seat pitch are just ok for a short flight of one to 2 hrs, anyone above 6 feet can have some uncomfortable journey, suggest to book extra leg room seats. Boarding was on time so as departure and arrival. They sell some beverages and ready to cook items on board, if wants cooked food or sandwiches then have to book in advance.",yes
Go First,4,"""get ready to face some surprises""",D Pankul,19th October 2022,"✅ Trip Verified |  Airline don't care about passengers luggage, you can see my luggage pictures attached. This was brand new luggage, only 10 days old. When I checked in there was not a single spot on the bag and when received my luggage in Amritsar it was hard for me to recognize my luggage, it was full of oil stains and very dirty. More over when I tried to complain to the Go First staff, instead admitting and finding the solution they were telling me, this is not happened by them and can't do anything. This is not oil stains and we don't know how and where your luggage get messed up. I told them you check any footage you can find there was nothing wrong with my luggage but all that was wastage of time. I have decided, will never travel again in this airline and I will suggest every one else before you book on this airline get ready to face some surprises.",no
Go First,1,"""They don't care for customers""",Santosh Tantri,15th September 2022,"✅ Trip Verified |  They don't care for customers. Go first cancelled the flight abruptly. They don't even have courtesy msg or email to customer about cancellation. They can put you in any flight of the day or night without checking. Front desk is the worst, they forgot basic courtesy. Very rude. Customers are last for them",no
Go First,1,"""worst experience I had""",E Sathyamurthy,15th September 2022,"✅ Trip Verified |  The worst experience I had in a flight journey. The flight departure was 9 pm, it got delayed by 3 hours. No intimation of flight delay. Gofirst is a third class flight. The staff not giving a proper explanation of delay.",no
